_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,FTH_PRIORITY,FTH_ORGANIZATION,FTH_FAITH,FTH_DENOMINATION,FTH_GROUPING,FTH_PHONE,FTH_EXTENSION,FTH_FAX,FTH_CELL,FTH_HOME,FTH_SALUTATION,FTH_FIRST_NAME,FTH_LAST_NAME,FTH_POSITION,FTH_EMAIL,FTH_CONTACT,FTH_WEBSITE,FTH_FORUM,WARD_NAME,WARD_NUMBER,COMM_COUNCIL_NAME,COMM_COUNCIL_CODE,NEIGHBOURHOOD_NAME,geometry
11,7586461,512,Dovercourt Rd,512 Dovercourt Rd,M6H2W4,former TORONTO,Toronto,NA,100001,7586419,512,NA,NA,NA,3317,NA,NA,NA,NA,11,NA,Apostles Of Infinite Love,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Dufferin Grove (83),"c(-79.4273967367593, 43.6553651189732)"
12,8352094,631,Crawford St,631 Crawford St,M6G3K1,former TORONTO,Toronto,NA,115001,14020092,631,NA,NA,NA,3236,NA,NA,NA,NA,12,NA,Crawford Street Church,Christian,NA,NA,4165357700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Palmerston-Little Italy (80),"c(-79.4209031811829, 43.6606379681481)"
13,837360,469,Manning Ave,469 Manning Ave,M6G 2V6,former TORONTO,Toronto,The Church Of St Mary Magdal,109001,1144042,469,NA,NA,NA,3909,NA,NA,NA,NA,13,NA,Church Of St Mary Magdalene,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Palmerston-Little Italy (80),"c(-79.413768766502, 43.6590198128368)"
14,9086447,456,College St,456 College St,M6G4A3,former TORONTO,Toronto,College Street United Church,109001,9135190,456,NA,NA,NA,9765,NA,NA,NA,NA,14,NA,College Street United Church,Christian,NA,NA,4169293019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Palmerston-Little Italy (80),"c(-79.40836629244, 43.6566163183154)"
15,9942204,297,College St,297 College St,M5T1S2,former TORONTO,Toronto,NA,115001,14022730,297,NA,NA,NA,9765,NA,NA,NA,NA,15,NA,Zen Buddhist Temple,Buddhist,NA,NA,4166580137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.4014702835497, 43.6571925468164)"
16,10736588,427,Bloor St W,427 Bloor St W,M5S1X7,former TORONTO,Toronto,Bathurst United Church,109001,10736589,427,NA,NA,NA,458,NA,NA,NA,NA,16,NA,Bathurst United Church,Christian,NA,NA,4169214967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,University (79),"c(-79.4057078200763, 43.6660393910677)"
17,772773,300,Bloor St W,300 Bloor St W,M5S1W3,former TORONTO,Toronto,Bloor St United Church,109001,1142672,300,NA,NA,NA,458,NA,NA,NA,NA,17,NA,Bloor St United Church,Christian,NA,NA,4169247439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4020147989726, 43.6673945956113)"
18,8408601,455,Huron St,455 Huron St,M5R3P2,former TORONTO,Toronto,Covenant Christian House,109001,8408600,455,NA,NA,NA,3716,NA,NA,NA,NA,18,NA,Covenant Christian Church,Christian,NA,NA,4169232020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4014384578797, 43.6677578440221)"
19,8408593,288,Bloor St W,288 Bloor St W,M5S1V8,former TORONTO,Toronto,NA,115001,8408589,288,NA,NA,NA,458,NA,NA,NA,NA,19,NA,Toronto Bahai Centre,Bahai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4013309540226, 43.6674291395999)"
20,8408647,11,Madison Ave,11 Madison Ave,M5R2S2,former TORONTO,Toronto,NA,115001,8408614,11,NA,NA,NA,3896,NA,NA,NA,NA,20,NA,Tengye Ling Tibetan Temple,Buddhist,NA,NA,4169215066,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.4027538683267, 43.6677930316619)"
21,772746,162,Bloor St W,162 Bloor St W,M5S1M4,former TORONTO,Toronto,Church Of The Redeemer,109001,1142361,162,NA,NA,NA,458,NA,NA,NA,NA,21,NA,Church Of The Redeemer,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"c(-79.3940114579328, 43.6691290689968)"
22,7156751,465,Patricia Ave,465 Patricia Ave,M2R2N1,NORTH YORK,Toronto,Synagogue,109001,7156868,465,NA,NA,NA,6386,NA,NA,NA,NA,1401,NA,Congregation B'Nai Torah,Jewish,NA,NA,4162263700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willowdale (18),18,NORTH YORK COMMUNITY COUNCIL,NO,Newtonbrook West (36),"c(-79.4440107260137, 43.7840867068011)"
23,8566510,55,Maitland St,55 Maitland St,M4Y1C9,former TORONTO,Toronto,NA,100002,14234771,55,NA,NA,NA,3899,NA,NA,NA,NA,22,50,Nalandabodhi Toronto Study Group,Buddhist,Tibetan,Vajrayana,(416) 925-2699,NA,NA,NA,NA,Dzogchen,Ponlop,Rinpoche,Spiritual Head,study@nbtoronto.org,NA,NA,NA,Toronto Centre (13),13,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Church-Yonge Corridor (75),"c(-79.3816012908919, 43.6641077990672)"
24,7754748,25,St Nicholas St,25 St Nicholas St,M4Y1W5,former TORONTO,Toronto,NA,104008,20034713,25,NA,NA,NA,4468,NA,NA,NA,NA,23,50,Toronto Diamond Way Buddhist Center,Buddhist,Tibetan,Vajrayana,(416) 925-4494,NA,NA,(416) 729-9205,NA,Ms.,Daria,Novoselova,Contact Person,toronto@diamondway-center.org,NA,www.diamondway.org/toronto,NA,Toronto Centre (13),13,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Bay Street Corridor (76),"c(-79.3856262021479, 43.6656489473716)"
25,781443,22,Cecil St,22 Cecil St,M5T1N2,former TORONTO,Toronto,NA,100001,14042389,22,NA,NA,NA,3137,NA,NA,NA,NA,24,50,Canadian Chinese Buddhist Ming-Yuet Society,Buddhist,Chinese,Mahayana,(416) 598-4596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.3959766472182, 43.6570663325363)"
26,14189020,24,Cecil St,24 Cecil St,M5T1N2,former TORONTO,Toronto,NA,107010,14042389,24,NA,NA,NA,3137,NA,NA,NA,NA,25,NA,Church Of The Toronto Nians,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.3961530555589, 43.6569522297895)"
27,7795685,204,Beverley St,204 Beverley St,M5T1Z1,former TORONTO,Toronto,NA,100001,7795670,204,NA,NA,NA,3002,NA,NA,NA,NA,26,50,Chuen Te Buddhist Society,Buddhist,Chinese,Mahayana,(416) 595-5233,NA,NA,NA,NA,Mr.,NA,Lam,Contact Person,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.3952229173323, 43.6567800133284)"
28,771736,177,Beverley St,177 Beverley St,M5T1Y7,former TORONTO,Toronto,Toronto Chinese Presbyterian,109001,1144653,177,NA,NA,NA,3002,NA,NA,NA,NA,27,NA,Chinese Presbyterian Church,Christian,NA,NA,4169775625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.3942478548912, 43.6555691898054)"
29,14188929,197,John St,197 John St,M5T1X6,former TORONTO,Toronto,NA,115001,2842544,197,NA,NA,NA,9747,NA,NA,NA,NA,28,NA,Church Of St George,Christian,NA,NA,4165984366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.3909642148421, 43.651537359269)"
30,7804400,450,Dundas St W,450 Dundas St W,M5T1G7,former TORONTO,Toronto,Chinese Gospel Church,109001,14022793,450,NA,NA,NA,558,NA,NA,NA,NA,29,NA,Chinese Gospel Church,Christian,NA,NA,4169772530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Kensington-Chinatown (78),"c(-79.396035929332, 43.6535766160016)"
31,7576393,257,Euclid Ave,257 Euclid Ave,M6J2K1,former TORONTO,Toronto,NA,100001,14019181,257,NA,NA,NA,9805,NA,NA,NA,NA,30,NA,Assemblies Of The First Born,Christian,NA,NA,4168641936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4098750100413, 43.6527031529312)"
32,9085339,300,Bathurst St,300 Bathurst St,M5T2S3,former TORONTO,Toronto,NA,115001,14018241,300,NA,NA,NA,436,NA,NA,NA,NA,31,50,Buddhist Education Foundation for Canada,Buddhist,Non-Profit,NA,(416) 993-1940,NA,NA,NA,NA,Mr.,Chris,Ng,NA,buddhistedufoundation@rogers.com,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4057689646353, 43.6507693026399)"
33,9085339,300,Bathurst St,300 Bathurst St,M5T2S3,former TORONTO,Toronto,NA,115001,14018241,300,NA,NA,NA,436,NA,NA,NA,NA,32,50,Tai Bay Buddhist Temple,Buddhist,Pure Land,Mahayana,(416) 603-8889,NA,(416) 603-1608,NA,NA,Ven.,Wu De,Fa Shi,Teacher,lucy_chang@maritimelife.ca,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4057689646353, 43.6507693026399)"
34,9085339,300,Bathurst St,300 Bathurst St,M5T2S3,former TORONTO,Toronto,NA,115001,14018241,300,NA,NA,NA,436,NA,NA,NA,NA,33,NA,Ching Kwok Buddhist Temple,Buddhist,NA,NA,4166038889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4057689646353, 43.6507693026399)"
35,9085330,276,Bathurst St,276 Bathurst St,M5T2S3,former TORONTO,Toronto,Church Of The Assumption,109001,14018241,276,NA,NA,NA,436,NA,NA,NA,NA,34,NA,Church Of The Assumption,Christian,NA,NA,4166038049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4054792197317, 43.6500964277591)"
36,783191,20,Claremont St,20 Claremont St,M6J2M4,former TORONTO,Toronto,Chinese Grace Baptist Church,109001,1146109,20,NA,NA,NA,3172,NA,NA,NA,NA,35,NA,Chinese Grace Baptist Church,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4101637395164, 43.6469292497278)"
37,10476742,573,Queen St W,573 Queen St W,M5V2B6,former TORONTO,Toronto,NA,115001,14035954,573,NA,NA,NA,4238,NA,NA,NA,NA,36,NA,Evangel Hall,Christian,NA,NA,4165043563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Waterfront Communities-The Islands (77),"c(-79.4010048445952, 43.647581881384)"
38,7553593,185,Niagara St,185 Niagara St,M5V1C9,former TORONTO,Toronto,NA,109001,14025058,185,NA,NA,NA,4060,NA,NA,NA,NA,37,NA,Fu Sien Buddhist Temple,Buddhist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Niagara (82),"c(-79.4070021890348, 43.6420705633578)"
39,787320,201,Cowan Ave,201 Cowan Ave,M6K 2N7,former TORONTO,Toronto,Church Of The Epiphany & St Mark,109001,14042484,201,NA,NA,NA,3232,NA,NA,NA,NA,38,NA,Church Of The Epiphany & St,Christian,NA,NA,4165314037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,South Parkdale (85),"c(-79.4322884573767, 43.6407462413384)"
40,8168547,250,Dunn Ave,250 Dunn Ave,M6K2R9,former TORONTO,Toronto,Bonar-Parkdale Presbyterian Church,109001,14036280,250,NA,NA,NA,3339,NA,NA,NA,NA,39,NA,Bonar-Parkdale Presbyterian,Christian,NA,NA,4165323729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,South Parkdale (85),"c(-79.4346084358802, 43.6401402510603)"
41,7570892,1000,Queen St W,1000 Queen St W,M6J 1H1,former TORONTO,Toronto,NA,109001,7570878,1000,NA,NA,NA,4238,NA,NA,NA,NA,40,NA,Nine Mountains Zem Gate Soc.,Buddhist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Trinity-Bellwoods (81),"c(-79.4187190790293, 43.6444351537813)"
42,856903,1089,Queen St W,1089 Queen St W,NA,former TORONTO,Toronto,NA,107010,1146584,1089,NA,NA,NA,4238,NA,NA,NA,NA,41,NA,Church In The Great Hall,Christian,NA,NA,4165333241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spadina-Fort York (10),10,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Niagara (82),"c(-79.4221070266197, 43.6432879203444)"
43,14189414,1120A,Queen St W,1120A Queen St W,M6J 1H9,former TORONTO,Toronto,NA,107010,1146609,1120,A,NA,NA,4238,NA,NA,NA,NA,42,50,Amida Temple,Buddhist,Pure Land,Mahayana,(416) 533-3200,NA,NA,NA,NA,Rev.,Thich,Chan Bon,Resident Director and Teacher,NA,NA,www.anlac.ca,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Little Portugal (84),"c(-79.4234805554916, 43.6434507556648)"
44,14189414,1120A,Queen St W,1120A Queen St W,M6J 1H9,former TORONTO,Toronto,NA,107010,1146609,1120,A,NA,NA,4238,NA,NA,NA,NA,43,NA,Chua Adida,Christian,NA,NA,4165535838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Little Portugal (84),"c(-79.4234805554916, 43.6434507556648)"
45,11129601,255,Finch Ave W,255 Finch Ave W,M2R1M8,NORTH YORK,Toronto,Northminster United Church,109001,11129595,255,NA,NA,NA,1610,NA,NA,NA,NA,1402,NA,United Church Of Canada,Christian,NA,NA,4162257941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willowdale (18),18,NORTH YORK COMMUNITY COUNCIL,NO,Willowdale West (37),"c(-79.4375886169045, 43.774406830172)"
46,11063332,2021,Lawrence Ave E,2021 Lawrence Ave E,M1R2Z2,SCARBOROUGH,Toronto,NA,115001,11048250,2021,NA,NA,NA,3828,NA,NA,NA,NA,44,10,Salvation Army Scarborough Citadel,Christian,Salvation Army,Evangelical,(416) 759-1721,NA,NA,(416) 510-8509,NA,Major,Gillian,Brown,Adminstration,gilliancameronbrown@yahoo.ca,Local,NA,NA,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"c(-79.2950100088526, 43.7450477658898)"
47,845380,54,Moutray St,54 Moutray St,M6K1W5,former TORONTO,Toronto,The Portuguese Assembly Of God Chruch,109001,1145359,54,NA,NA,NA,4029,NA,NA,NA,NA,45,NA,Church Of The First Born Apo,Christian,NA,NA,4165399511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Little Portugal (84),"c(-79.4351296400017, 43.651654152963)"
48,776958,311,Brock Ave,311 Brock Ave,M6K2M5,former TORONTO,Toronto,Brock Ave Gospel Hall,109001,1145573,311,NA,NA,NA,3066,NA,NA,NA,NA,46,NA,Brock Ave Gospel Hall,Christian,NA,NA,4165371735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Little Portugal (84),"c(-79.4356106563346, 43.6503705789337)"
49,9038799,98,Finch Ave W,98 Finch Ave W,M2N2H7,NORTH YORK,Toronto,North Toronto Chinese Baptist,109001,9038792,98,NA,NA,NA,1610,NA,NA,NA,NA,1403,NA,Yorkview Height Baptist Chur,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willowdale (18),18,NORTH YORK COMMUNITY COUNCIL,NO,Newtonbrook West (36),"c(-79.4239247219898, 43.7783652831366)"
50,8211451,2550,Danforth Ave,2550 Danforth Ave,M4C1L2,former TORONTO,Toronto,Hope United Church,109001,8211438,2550,NA,NA,NA,86,NA,NA,NA,NA,47,8,Hope United Ministries,Christian,NA,Evangelical,(905) 621-0850,NA,NA,NA,NA,Mr.,Joel,Woodburn,Minister,joel.woodburn@hopeuc.com,Local,NA,NA,Beaches-East York (19),19,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,East End-Danforth (62),"c(-79.3021958932347, 43.6882611104361)"
51,804902,56,Fern Ave,56 Fern Ave,M6R1K1,former TORONTO,Toronto,NA,100001,14017248,56,NA,NA,NA,591,NA,NA,NA,NA,48,50,Centre of Gravity Sangha,Buddhist,Western,Other,(416) 631-4260,NA,NA,NA,NA,Mr.,Michael,Stone,Meditation Instructor,info@mindbodypsychotherapy.com,NA,www.mindbodypsychotherapy.com,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Roncesvalles (86),"c(-79.4425218896551, 43.645902015831)"
52,11186952,1A,Howard Park Ave,1A Howard Park Ave,M6R1V3,former TORONTO,Toronto,NA,115001,14017346,1,A,NA,NA,3700,NA,NA,NA,NA,49,NA,Chua Linh-Son,Buddhist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Roncesvalles (86),"c(-79.4487459295892, 43.6518250556149)"
53,820460,33,High Park Gdns,33 High Park Gdns,M6R1S8,former TORONTO,Toronto,NA,109001,1145821,33,NA,NA,NA,3662,NA,NA,NA,NA,50,NA,Toronto Zen Centre,Buddhist,NA,NA,4167663400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,High Park-Swansea (87),"c(-79.457000110793, 43.6487307929546)"
54,860902,240,Roncesvalles Ave,240 Roncesvalles Ave,M6R2L8,former TORONTO,Toronto,NA,109001,1146413,240,NA,NA,NA,4310,NA,NA,NA,NA,51,NA,Emanuel Howard Park United C,Christian,NA,NA,4165361755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,High Park-Swansea (87),"c(-79.4492164716448, 43.6455631878433)"
55,8008226,214,Wright Ave,214 Wright Ave,M6R1L3,former TORONTO,Toronto,Emmanuel-Howard Park,109001,8008229,214,NA,NA,NA,972,NA,NA,NA,NA,52,9,Mindfulness Practice Community,Buddhist,Western,Other,NA,NA,NA,NA,NA,Mr.,Minh,Nguyen,Coordinator,thuonghy@yahoo.com,NA,www.mindfulnesspractice.ca,NA,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,High Park-Swansea (87),"c(-79.4489178760882, 43.6456204385317)"
